from_to,gdp_diff_2018,gdp_mean_2018,neighbors,share_lang,PDI_diff,MAS_diff,fb_users_diff,fb_users_perc_mean,fb_users_mean,share_cont
GB-CH,24086.718824372496,59616.84742770394,0,1,1.0,4.0,40300000.0,53.20366597644784,23850000.0,1
GB-CN,32076.128020680095,31535.424005177647,0,1,45.0,0.0,42670000.0,32.163680139512536,22665000.0,0
GB-DK,9909.474384389003,52528.225207712196,0,0,17.0,50.0,40300000.0,63.82326843318666,23850000.0,1
GB-ES,6877.100333968992,44134.9378485332,0,1,22.0,24.0,21000000.0,56.73294774981371,33500000.0,1
GB-FI,2007.1171797660063,48577.0466054007,0,0,2.0,40.0,41300000.0,56.42037491069658,23350000.0,1
GB-FR,996.886166579483,47075.04493222795,0,1,33.0,23.0,11000000.0,57.276146226076804,38500000.0,1
GB-IN,40898.12672140986,27124.424654812763,0,1,42.0,10.0,207000000.0,41.039791919261546,147500000.0,0
GB-IT,4537.244238480998,45304.865896277195,0,1,15.0,4.0,14000000.0,57.00875958110544,37000000.0,1
GB-NL,10253.140482149807,52700.0582565926,0,1,3.0,52.0,34200000.0,60.587194700002,26900000.0,1
GB-NO,22234.841395166208,58690.9087131008,0,0,4.0,58.0,40600000.0,62.96309488093634,23700000.0,1
GB-PL,15620.452981810493,39763.26152461245,0,0,33.0,2.0,30000000.0,50.66583506182454,29000000.0,1
GB-SE,5948.1426273111065,50547.55932917325,0,1,4.0,61.0,37700000.0,62.94279109480482,25150000.0,1
GB-US,15490.930394155112,55318.953212595254,0,1,5.0,4.0,196000000.0,67.95949950990203,142000000.0,0
GH-AT,51517.219278742,31201.481786521897,0,0,66.0,33.0,1200000.0,27.967104697683983,4300000.0,0
GH-BE,47085.2463917305,28985.495343016148,0,0,12.0,8.0,1600000.0,35.41608637266985,5700000.0,0
GH-CH,66217.33469273928,38551.53949352055,0,0,43.0,24.0,1200000.0,28.648686758630557,4300000.0,0
GH-DK,52040.0902527558,31462.917273528798,0,0,59.0,30.0,1200000.0,39.268289215369386,4300000.0,0
GH-ES,35253.515534397804,23069.6299143498,0,0,20.0,4.0,18100000.0,32.177968531996434,13950000.0,0
GH-FI,44137.7330481328,27511.7386712173,0,0,44.0,20.0,2200000.0,31.865395692879304,3800000.0,0
GH-IT,37593.3716298858,24239.557962093797,0,0,27.0,24.0,25100000.0,32.45378036328816,17450000.0,0
GH-NL,52383.7563505166,31634.7503224092,0,1,39.0,32.0,4900000.0,36.032215482184725,7350000.0,0
GH-NO,64365.457263533004,37625.600778917404,0,0,46.0,38.0,1500000.0,38.40811566311906,4150000.0,0
GH-SE,48078.7584956779,29482.25139498985,0,1,46.0,41.0,1400000.0,38.38781187698754,5600000.0,0
GR-AT,27342.543085919697,43288.81988293305,0,0,49.0,22.0,1300000.0,44.637017207270944,4350000.0,1
GR-BE,22910.570198908197,41072.8334394273,0,0,5.0,3.0,1500000.0,52.08599888225682,5750000.0,1
GR-CH,42042.658499916986,50638.8775899317,0,0,26.0,13.0,1300000.0,45.31859926821752,4350000.0,1
GR-DK,27865.414059933497,43550.25536993995,0,0,42.0,41.0,1300000.0,55.93820172495634,4350000.0,1
GR-FI,19963.0568553105,39599.07676762845,0,0,27.0,31.0,2300000.0,48.53530820246627,3850000.0,1
GR-FR,16959.05350896501,38097.07509445571,0,0,8.0,14.0,28000000.0,49.39107951784649,19000000.0,1
GR-IT,13418.695437063496,36326.89605850495,0,0,10.0,13.0,25000000.0,49.123692872875125,17500000.0,1
GR-NL,28209.0801576943,43722.08841882035,0,0,22.0,43.0,4800000.0,52.70212799177169,7400000.0,1
GR-NO,40190.7810707107,49712.93887532855,0,0,29.0,49.0,1600000.0,55.07802817270602,4200000.0,1
GR-SE,23904.0823028556,41569.589491401,0,0,29.0,52.0,1300000.0,55.057724386574506,5650000.0,1
GT-AT,48294.74416491989,32812.71934343295,0,0,84.0,42.0,3100000.0,38.69958364165916,5250000.0,0
GT-BE,43862.77127790839,30596.732899927203,0,0,30.0,17.0,300000.0,46.14856531664503,6650000.0,0
GT-CH,62994.85957891718,40162.7770504316,0,0,61.0,33.0,3100000.0,39.381165702605735,5250000.0,0
GT-DK,48817.61513893369,33074.15483043985,0,0,77.0,21.0,3100000.0,50.00076815934456,5250000.0,0
GT-FI,40915.25793431069,29122.976228128355,0,0,62.0,11.0,4100000.0,42.597874636854485,4750000.0,0
GT-IT,34370.89651606369,25850.795519004852,0,0,45.0,33.0,23200000.0,43.18625930726334,18400000.0,0
GT-NL,49161.28123669449,33245.98787932025,0,0,57.0,23.0,3000000.0,46.764694426159906,8300000.0,0
GT-NO,61142.98214971089,39236.838335828455,0,0,64.0,29.0,3400000.0,49.140594607094236,5100000.0,0
GT-SE,44856.28338185579,31093.488951900905,0,0,64.0,32.0,500000.0,49.12029082096272,6550000.0,0
HU-AT,25047.016770645296,44436.58304057025,1,1,35.0,9.0,1600000.0,47.990495295419635,4500000.0,1
HU-BE,20615.043883633796,42220.5965970645,0,1,19.0,34.0,1200000.0,55.43947697040551,5900000.0,1
HU-CH,39747.132184642585,51786.6407475689,0,1,12.0,18.0,1600000.0,48.672077356366216,4500000.0,1
HU-DK,25569.887744659096,44698.01852757715,0,1,28.0,72.0,1600000.0,59.29167981310504,4500000.0,1
HU-FI,17667.5305400361,40746.83992526565,0,0,13.0,62.0,2600000.0,51.88878629061496,4000000.0,1
HU-FR,14663.52719369061,39244.83825209291,0,0,22.0,45.0,27700000.0,52.74455760599518,19150000.0,1
HU-IT,11123.169121789095,37474.65921614215,0,1,4.0,18.0,24700000.0,52.477170961023816,17650000.0,1
HU-NL,25913.5538424199,44869.85157645755,0,0,8.0,74.0,4500000.0,56.05560607992038,7550000.0,1
HU-NO,37895.2547554363,50860.70203296575,0,0,15.0,80.0,1900000.0,58.43150626085472,4350000.0,1
HU-SE,21608.5559875812,42717.3526490382,0,0,15.0,83.0,1000000.0,58.4112024747232,5800000.0,1
ID-AT,45315.3328868576,34302.4249824641,0,0,67.0,33.0,133260000.0,44.937289843072215,70330000.0,0
ID-BE,40883.3599998461,32086.438538958348,0,0,13.0,8.0,130460000.0,52.38627151805808,71730000.0,0
ID-CH,60015.44830085489,41652.48268946275,0,0,44.0,24.0,133260000.0,45.61887190401879,70330000.0,0
ID-DK,45838.2038608714,34563.860469471,0,0,60.0,30.0,133260000.0,56.23847436075762,70330000.0,0
ID-FI,37935.8466562484,30612.6818671595,0,0,45.0,20.0,134260000.0,48.83558083826753,69830000.0,0
ID-IT,31391.485238001398,27340.501158035997,0,0,28.0,24.0,106960000.0,49.423965508676396,83480000.0,0
ID-NL,46181.8699586322,34735.6935183514,0,0,40.0,32.0,127160000.0,53.00240062757296,73380000.0,0
ID-NO,58163.570871648604,40726.5439748596,0,0,47.0,38.0,133560000.0,55.37830080850729,70180000.0,0
ID-SE,41876.8721037935,32583.19459093205,0,0,47.0,41.0,130660000.0,55.35799702237577,71630000.0,0
IE-AT,27595.54337584741,70757.8631138166,0,0,17.0,11.0,1000000.0,47.295678510721984,3200000.0,1
IE-BE,32027.51626285891,68541.87667031086,0,0,37.0,14.0,3800000.0,54.74466018570785,4600000.0,1
IE-CH,12895.427961850117,78107.92082081526,0,0,6.0,2.0,1000000.0,47.97726057166855,3200000.0,1
IE-DK,27072.67240183361,71019.2986008235,0,0,10.0,52.0,1000000.0,58.596863028407384,3200000.0,1
IE-ES,43859.247120191605,62626.011241644504,0,0,29.0,26.0,20300000.0,51.50654234503443,12850000.0,1
IE-FI,34975.02960645661,67068.119998512,0,0,5.0,42.0,0.0,51.1939695059173,2700000.0,1
IE-FR,37979.032952802096,65566.11832533925,0,0,40.0,25.0,30300000.0,52.04974082129753,17850000.0,1
IE-IT,41519.39102470361,63795.9392893885,0,0,22.0,2.0,27300000.0,51.782354176326166,16350000.0,1
IE-NL,26729.006304072806,71191.13164970391,0,1,10.0,54.0,7100000.0,55.36078929522273,6250000.0,1
IE-NO,14747.305391056405,77181.9821062121,0,0,3.0,60.0,700000.0,57.73668947615705,3050000.0,1
IE-SE,31034.004158911506,69038.63272228456,0,1,3.0,63.0,3600000.0,57.71638569002554,4500000.0,1
IL-AT,17053.966741554097,48433.10805511585,0,0,2.0,32.0,2177000.0,53.336462251705385,4788500.0,0
IL-BE,12621.993854542598,46217.1216116101,0,0,52.0,7.0,623000.0,60.78544392669126,6188500.0,0
IL-CH,31754.08215555139,55783.1657621145,0,0,21.0,23.0,2177000.0,54.018044312651966,4788500.0,0
IL-DK,17576.837715567897,48694.543542122745,0,0,5.0,31.0,2177000.0,64.63764676939078,4788500.0,0
IL-FI,9674.4805109449,44743.36493981125,0,0,20.0,21.0,3177000.0,57.23475324690071,4288500.0,0
IL-IT,3130.119092697896,41471.18423068775,0,0,37.0,23.0,24123000.0,57.823137917309566,17938500.0,0
IL-NL,17920.5038133287,48866.37659100315,0,1,25.0,33.0,3923000.0,61.40157303620613,7838500.0,0
IL-NO,29902.204726345102,54857.22704751135,0,0,18.0,39.0,2477000.0,63.77747321714047,4638500.0,0
IL-SE,13615.505958490001,46713.8776635838,0,1,18.0,42.0,423000.0,63.75716943100895,6088500.0,0
IN-AT,50284.730131785065,31817.726360000364,0,0,66.0,23.0,247300000.0,29.32633649193295,127350000.0,0
IN-BE,45852.757244773566,29601.739916494615,0,0,12.0,2.0,244500000.0,36.77531816691882,128750000.0,0
IN-CH,64984.84554578236,39167.78406699901,0,0,43.0,14.0,247300000.0,30.007918552879524,127350000.0,0
IN-DK,50807.601105798865,32079.161847007264,0,0,59.0,40.0,247300000.0,40.627521009618356,127350000.0,0
IN-ES,34021.02638744087,23685.874487828267,0,0,20.0,14.0,228000000.0,33.537200326245404,137000000.0,0
IN-FI,42905.24390117587,28127.983244695766,0,0,44.0,30.0,248300000.0,33.224627487128274,126850000.0,0
IN-GB,40898.12672140986,27124.424654812763,0,1,42.0,10.0,207000000.0,41.039791919261546,147500000.0,0
IN-IT,36360.882482928864,24855.802535572264,0,0,27.0,14.0,221000000.0,33.81301215753713,140500000.0,0
IN-NL,51151.26720355967,32250.994895887667,0,1,39.0,42.0,241200000.0,37.391447276433695,130400000.0,0
IN-NO,63132.96811657607,38241.84535239587,0,0,46.0,48.0,247600000.0,39.767347457368025,127200000.0,0
IN-SE,46846.26934872097,30098.495968468316,0,1,46.0,51.0,244700000.0,39.74704367123651,128650000.0,0
IQ-AT,46150.619015751596,33884.7819180171,0,0,69.0,27.0,17576000.0,45.63379089608877,12488000.0,0
IQ-BE,41718.646128740096,31668.79547451135,0,0,15.0,2.0,14776000.0,53.08277257107464,13888000.0,0
IQ-CH,60850.73442974889,41234.839625015746,0,0,46.0,18.0,17576000.0,46.31537295703534,12488000.0,0
IQ-DK,46673.489989765396,34146.217405024,0,0,62.0,36.0,17576000.0,56.93497541377417,12488000.0,0
IQ-FI,38771.1327851424,30195.0388027125,0,0,47.0,26.0,18576000.0,49.53208189128409,11988000.0,0
IQ-IT,32226.771366895395,26922.858093589,0,0,30.0,18.0,8724000.0,50.12046656169295,25638000.0,0
IQ-NL,47017.1560875262,34318.0504539044,0,0,42.0,38.0,11476000.0,53.698901680589515,15538000.0,0
IQ-NO,58998.8570005426,40308.9009104126,0,0,49.0,44.0,17876000.0,56.074801861523845,12338000.0,0
IQ-SE,42712.1582326875,32165.55152648505,0,0,49.0,47.0,14976000.0,56.05449807539233,13788000.0,0
IR-AT,43164.7739585745,35377.70444660565,0,0,47.0,36.0,36300000.0,43.6539543367515,21850000.0,0
IR-BE,38732.80107156299,33161.7180030999,0,0,7.0,11.0,33500000.0,51.10293601173737,23250000.0,0
IR-CH,57864.88937257179,42727.76215360429,0,0,24.0,27.0,36300000.0,44.33553639769807,21850000.0,0
IR-DK,43687.6449325883,35639.13993361255,0,0,40.0,27.0,36300000.0,54.955138854436896,21850000.0,0
IR-FI,35785.287727965304,31687.96133130105,0,0,25.0,17.0,37300000.0,47.55224533194682,21350000.0,0
IR-IT,29240.926309718296,28415.780622177546,0,0,8.0,27.0,10000000.0,48.14063000235568,35000000.0,0
IR-NL,44031.3110303491,35810.97298249295,0,0,20.0,29.0,30200000.0,51.71906512125224,24900000.0,0
IR-NO,56013.011943365505,41801.82343900115,0,0,27.0,35.0,36600000.0,54.09496530218657,21700000.0,0
IR-SE,39726.3131755104,33658.4740550736,0,0,27.0,38.0,33700000.0,54.07466151605506,23150000.0,0
IT-AE,25539.871745649813,55806.1796498616,0,0,30.0,18.0,21263000.0,68.22161042976707,19368500.0,0
IT-AR,19742.845143272796,33164.821205400294,0,0,1.0,14.0,0.0,57.49243244962631,30000000.0,0
IT-AT,13923.847648856201,49998.1676014648,1,1,39.0,9.0,26300000.0,45.29530415377685,16850000.0,1
IT-AU,7132.943516615611,46602.7155353445,0,0,14.0,9.0,15000000.0,53.66102267530543,22500000.0,0
IT-BE,9491.874761844701,47782.18115795904,0,1,15.0,16.0,23500000.0,52.74428582876271,18250000.0,1
IT-BR,28015.805553148595,29028.3410004624,0,1,19.0,21.0,109000000.0,57.163495342186366,84500000.0,0
IT-CH,28623.963062853494,57348.22530846344,1,1,16.0,0.0,26300000.0,45.97688621472342,16850000.0,1
IT-CL,17322.104352038896,34375.19160101725,0,0,13.0,42.0,17000000.0,58.65688163182631,21500000.0,0
IT-CN,27538.883782199096,29266.801885937148,0,0,30.0,4.0,28670000.0,24.936900377788124,15665000.0,0
IT-CO,27992.188440504397,29040.149556784498,0,0,17.0,6.0,1000000.0,53.03935438682726,29500000.0,0
IT-CR,21717.199783953896,32177.643885059748,0,0,15.0,49.0,26800000.0,55.76499041216488,16600000.0,0
IT-CZ,1900.7507934710957,42085.86838030115,0,1,7.0,13.0,25400000.0,46.31267446625792,17300000.0,1
IT-DE,12199.122527796302,49135.80504093485,0,1,15.0,4.0,1000000.0,43.368976952592206,30500000.0,1
IT-DK,14446.718622870001,50259.6030884717,0,1,32.0,54.0,26300000.0,56.596488671462254,16850000.0,1
IT-EC,31196.9005414781,27437.793506297647,0,0,28.0,7.0,20000000.0,52.494922719288915,20000000.0,0
IT-EG,31397.004687150296,27337.741433461546,0,0,30.0,18.0,12400000.0,44.86146901994765,36200000.0,0
IT-ES,2339.856095487994,41866.3157292927,0,1,7.0,28.0,7000000.0,49.5061679880893,26500000.0,1
IT-ET,40882.22290017791,22595.13232694774,0,0,14.0,29.0,23993000.0,27.377069642799363,18003500.0,0
IT-FI,6544.361418247005,46308.4244861602,0,0,17.0,44.0,27300000.0,49.193595148972165,16350000.0,1
IT-FR,3540.3580719015154,44806.422812987454,1,1,18.0,27.0,3000000.0,50.049366464352396,31500000.0,1
IT-GB,4537.244238480998,45304.865896277195,0,1,15.0,4.0,14000000.0,57.00875958110544,37000000.0,1
IT-GH,37593.3716298858,24239.557962093797,0,0,27.0,24.0,25100000.0,32.45378036328816,17450000.0,0
IT-GR,13418.695437063496,36326.89605850495,0,0,10.0,13.0,25000000.0,49.123692872875125,17500000.0,1
IT-GT,34370.89651606369,25850.795519004852,0,0,45.0,33.0,23200000.0,43.18625930726334,18400000.0,0
IT-HU,11123.169121789095,37474.65921614215,0,1,4.0,18.0,24700000.0,52.477170961023816,17650000.0,1
IT-ID,31391.485238001398,27340.501158035997,0,0,28.0,24.0,106960000.0,49.423965508676396,83480000.0,0
IT-IE,41519.39102470361,63795.9392893885,0,0,22.0,2.0,27300000.0,51.782354176326166,16350000.0,1
IT-IL,3130.119092697896,41471.18423068775,0,0,37.0,23.0,24123000.0,57.823137917309566,17938500.0,0
IT-IN,36360.882482928864,24855.802535572264,0,0,27.0,14.0,221000000.0,33.81301215753713,140500000.0,0
IT-IQ,32226.771366895395,26922.858093589,0,0,30.0,18.0,8724000.0,50.12046656169295,25638000.0,0
IT-IR,29240.926309718296,28415.780622177546,0,0,8.0,27.0,10000000.0,48.14063000235568,35000000.0,0
IT-JM,33067.649284215884,26502.419134928754,0,0,5.0,2.0,28900000.0,43.315870332216576,15550000.0,0
IT-JP,833.8426603677945,42619.3224468528,0,0,4.0,25.0,2000000.0,36.03883245418621,29000000.0,0
IT-KE,38593.06466842274,23739.711442825326,0,0,14.0,29.0,23000000.0,31.117061670575346,18500000.0,0
IT-KR,9.947386402898701,43031.27008383525,0,0,10.0,31.0,8164000.0,46.16124411377535,25918000.0,0
IT-KW,8654.325180010805,47363.4063670421,0,0,30.0,18.0,25907000.0,71.61125684872655,17046500.0,0
IT-LB,26981.881321147495,29545.30311646295,0,1,30.0,18.0,26033000.0,54.56256513898889,16983500.0,0
IT-LY,27657.671013420397,29207.408270326498,0,0,30.0,18.0,24906000.0,61.06613898837466,17547000.0,0
IT-MX,22940.087123602796,31566.200215235298,0,0,31.0,1.0,48000000.0,54.5346340858713,54000000.0,0
IT-MY,14796.743693318294,35637.87193037755,0,0,54.0,20.0,4480000.0,63.34664920846181,27760000.0,0
IT-NG,37757.395382336144,24157.546085868624,0,0,27.0,24.0,2880000.0,31.14713376822371,28560000.0,0
IT-NL,14790.384720630806,50431.436137352095,0,0,12.0,56.0,20200000.0,53.36041493827759,19900000.0,1
IT-NO,26772.085633647206,56422.2865938603,0,0,19.0,62.0,26600000.0,55.73631511921192,16700000.0,1
IT-NZ,460.7988590775931,42805.8443474979,0,0,28.0,12.0,26900000.0,56.535248018225424,16550000.0,0
IT-PA,11251.929289750198,37410.279132161595,0,0,45.0,26.0,28000000.0,47.378241886544835,16000000.0,0
IT-PE,29947.947938580895,28062.26980774625,0,0,14.0,28.0,10000000.0,54.57849213625319,25000000.0,0
IT-PH,34315.63639784274,25878.425578115326,0,0,44.0,6.0,41760000.0,56.78177368116394,50880000.0,0
IT-PK,38182.977219634224,23944.755167219584,0,0,5.0,20.0,7070000.0,32.96762995980115,33535000.0,0
IT-PL,11083.208743329495,37494.63940537195,0,1,18.0,6.0,16000000.0,43.43905530010012,22000000.0,1
IT-PT,8107.700243262094,38982.39365540565,0,0,13.0,39.0,24200000.0,53.48898785260694,17900000.0,1
IT-SA,5699.216721185003,45885.8521376292,0,0,30.0,18.0,6280000.0,57.97797584680086,26860000.0,0
IT-SE,10485.386865792105,48278.937209932745,0,0,19.0,65.0,23700000.0,55.7160113330804,18150000.0,1
IT-SG,57544.9142479553,71808.70090101435,0,0,24.0,22.0,25530000.0,62.494804198332346,17235000.0,0
IT-SL,41341.91730415619,22365.285124958602,0,0,27.0,24.0,29306600.0,29.06486183261871,15346700.0,0
IT-SV,34213.693002617496,25929.397275727948,0,0,16.0,30.0,26600000.0,50.843647072494136,16700000.0,0
IT-TH,24506.031989083396,30783.227782495,0,0,14.0,36.0,16000000.0,57.711466199586255,38000000.0,0
IT-TR,15075.263493415696,35498.61203032885,0,0,16.0,25.0,14000000.0,50.603346061914024,37000000.0,0
IT-TZ,40383.85239940815,22844.317577332622,0,0,14.0,29.0,25729000.0,28.264684883746003,17135500.0,0
IT-US,20028.17463263611,53050.33109335475,0,0,10.0,8.0,210000000.0,60.732719748177615,135000000.0,0
IT-UY,19448.092387223394,33312.197583425,0,0,11.0,32.0,27600000.0,59.21577560861179,16200000.0,0
IT-ZA,28827.149943705197,28622.668805184097,0,0,1.0,7.0,8720000.0,42.40362464196899,25640000.0,0
IT-ZM,39430.14614506643,23321.170704503482,0,0,14.0,29.0,27747000.0,30.676744718800666,16126500.0,0
JM-AT,46991.496933072085,33464.34295935685,0,0,34.0,11.0,2600000.0,38.829194666612395,2400000.0,0
JM-BE,42559.524046060586,31248.356515851105,0,0,20.0,14.0,5400000.0,46.27817634159826,3800000.0,0
JM-CH,61691.61234706938,40814.4006663555,0,0,11.0,2.0,2600000.0,39.51077672755896,2400000.0,0
JM-DK,47514.367907085885,33725.77844636375,0,0,27.0,52.0,2600000.0,50.130379184297794,2400000.0,0
JM-FI,39612.01070246289,29774.599844052256,0,0,12.0,42.0,1600000.0,42.72748566180771,1900000.0,0
JM-IT,33067.649284215884,26502.419134928754,0,0,5.0,2.0,28900000.0,43.315870332216576,15550000.0,0
JM-NL,47858.03400484669,33897.61149524416,0,1,7.0,54.0,8700000.0,46.89430545111314,5450000.0,0
JM-NO,59839.73491786309,39888.46195175235,0,0,14.0,60.0,2300000.0,49.270205632047464,2250000.0,0
JM-SE,43553.03615000799,31745.112567824806,0,1,14.0,63.0,5200000.0,49.24990184591595,3700000.0,0
JP-AT,14757.690309223995,49581.2462712809,0,0,43.0,16.0,24300000.0,31.55215678858203,15850000.0,0
JP-BE,10325.717422212496,47365.25982777515,0,0,11.0,41.0,21500000.0,39.0011384635679,17250000.0,0
JP-CH,29457.80572322129,56931.303978279546,0,0,20.0,25.0,24300000.0,32.233738849528606,15850000.0,0
JP-DK,15280.561283237796,49842.6817582878,0,0,36.0,79.0,24300000.0,42.85334130626743,15850000.0,0
JP-FI,7378.204078614799,45891.5031559763,0,0,21.0,69.0,25300000.0,35.45044778377735,15350000.0,0
JP-IT,833.8426603677945,42619.3224468528,0,0,4.0,25.0,2000000.0,36.03883245418621,29000000.0,0
JP-NL,15624.2273809986,50014.514807168205,0,0,16.0,81.0,18200000.0,39.61726757308278,18900000.0,0
JP-NO,27605.928294015,56005.3652636764,0,0,23.0,87.0,24600000.0,41.99316775401711,15700000.0,0
JP-SE,11319.2295261599,47862.015879748855,0,0,23.0,90.0,21700000.0,41.97286396788559,17150000.0,0
KE-AT,52516.91231727894,30701.635267253427,0,0,53.0,38.0,3300000.0,26.630386004971164,5350000.0,0
KE-BE,48084.93943026743,28485.64882374768,0,0,1.0,13.0,500000.0,34.07936767995703,6750000.0,0
KE-CH,67217.02773127623,38051.69297425207,0,0,30.0,29.0,3300000.0,27.31196806591774,5350000.0,0
KE-DK,53039.78329129274,30963.070754260327,0,0,46.0,25.0,3300000.0,37.93157052265657,5350000.0,0
KE-FI,45137.426086669744,27011.89215194883,0,0,31.0,15.0,4300000.0,30.528677000166486,4850000.0,0
KE-IT,38593.06466842274,23739.711442825326,0,0,14.0,29.0,23000000.0,31.117061670575346,18500000.0,0
KE-NL,53383.44938905354,31134.903803140733,0,1,26.0,27.0,2800000.0,34.69549678947191,8400000.0,0
KE-NO,65365.150302069946,37125.75425964893,0,0,33.0,33.0,3600000.0,37.07139697040624,5200000.0,0
KE-SE,49078.45153421484,28982.404875721382,0,1,33.0,36.0,700000.0,37.05109318427472,6650000.0,0
KR-AT,13933.7950352591,49993.19390826335,0,0,49.0,40.0,18136000.0,41.67456844817117,12768000.0,0
KR-BE,9501.8221482476,47777.207464757594,0,0,5.0,15.0,15336000.0,49.12355012315704,14168000.0,0
KR-CH,28633.910449256393,57343.251615261994,0,0,26.0,31.0,18136000.0,42.35615050911774,12768000.0,0
KR-DK,14456.6660092729,50254.62939527025,0,0,42.0,23.0,18136000.0,52.97575296585657,12768000.0,0
KR-FI,6554.308804649903,46303.45079295875,0,0,27.0,13.0,19136000.0,45.57285944336649,12268000.0,0
KR-IT,9.947386402898701,43031.27008383525,0,0,10.0,31.0,8164000.0,46.16124411377535,25918000.0,0
KR-NL,14800.332107033704,50426.462444150646,0,0,22.0,25.0,12036000.0,49.73967923267192,15818000.0,0
KR-NO,26782.033020050105,56417.31290065885,0,0,29.0,31.0,18436000.0,52.11557941360624,12618000.0,0
KR-SE,10495.334252195004,48273.963516731295,0,0,29.0,34.0,15536000.0,52.09527562747473,14068000.0,0
KW-AT,5269.522468845396,54325.3301914702,0,0,69.0,27.0,393000.0,67.12458118312237,3896500.0,0
KW-BE,837.5495818338968,52109.34374796445,0,0,15.0,2.0,2407000.0,74.57356285810823,5296500.0,0
KW-CH,19969.63788284269,61675.38789846885,0,0,46.0,18.0,393000.0,67.80616324406894,3896500.0,0
KW-DK,5792.3934428591965,54586.765678477095,0,0,62.0,36.0,393000.0,78.42576570080777,3896500.0,0
KW-FI,2109.9637617638,50635.5870761656,0,0,47.0,26.0,1393000.0,71.0228721783177,3396500.0,0
KW-IT,8654.325180010805,47363.4063670421,0,0,30.0,18.0,25907000.0,71.61125684872655,17046500.0,0
KW-NL,6136.059540620001,54758.5987273575,0,0,42.0,38.0,5707000.0,75.18969196762312,6946500.0,0
KW-NO,18117.7604536364,60749.4491838657,0,0,49.0,44.0,693000.0,77.56559214855744,3746500.0,0
KW-SE,1831.0616857813002,52606.09979993815,0,0,49.0,47.0,2207000.0,77.54528836242594,5196500.0,0
LB-AT,40905.72897000369,36507.22694089105,0,0,69.0,27.0,267000.0,50.075889473384706,3833500.0,0
LB-BE,36473.7560829922,34291.2404973853,0,1,15.0,2.0,2533000.0,57.52487114837058,5233500.0,0
LB-CH,55605.844384000986,43857.2846478897,0,1,46.0,18.0,267000.0,50.75747153433129,3833500.0,0
LB-DK,41428.59994401749,36768.66242789795,0,0,62.0,36.0,267000.0,61.37707399107011,3833500.0,0
LB-FI,33526.242739394496,32817.48382558645,0,0,47.0,26.0,1267000.0,53.97418046858003,3333500.0,0
LB-IT,26981.881321147495,29545.30311646295,0,1,30.0,18.0,26033000.0,54.56256513898889,16983500.0,0
LB-NL,41772.266041778304,36940.49547677835,0,1,42.0,38.0,5833000.0,58.14100025788545,6883500.0,0
LB-NO,53753.9669547947,42931.34593328655,0,0,49.0,44.0,567000.0,60.51690043881979,3683500.0,0
LB-SE,37467.268186939604,34787.996549359,0,1,49.0,47.0,2333000.0,60.49659665268827,5133500.0,0
LY-AT,41581.5186622766,36169.3320947546,0,0,69.0,27.0,1394000.0,56.57946332277048,4397000.0,0
LY-BE,37149.5457752651,33953.34565124885,0,0,15.0,2.0,1406000.0,64.02844499775635,5797000.0,0
LY-CH,56281.63407627389,43519.38980175325,0,0,46.0,18.0,1394000.0,57.26104538371706,4397000.0,0
LY-DK,42104.3896362904,36430.767581761495,0,0,62.0,36.0,1394000.0,67.88064784045588,4397000.0,0
LY-FI,34202.0324316674,32479.58897945,0,0,47.0,26.0,2394000.0,60.477754317965804,3897000.0,0
LY-IT,27657.671013420397,29207.408270326498,0,0,30.0,18.0,24906000.0,61.06613898837466,17547000.0,0
LY-NL,42448.0557340512,36602.6006306419,0,0,42.0,38.0,4706000.0,64.64457410727123,7447000.0,0
LY-NO,54429.7566470676,42593.4510871501,0,0,49.0,44.0,1694000.0,67.02047428820556,4247000.0,0
LY-SE,38143.0578792125,34450.10170322255,0,0,49.0,47.0,1206000.0,67.00017050207404,5697000.0,0
MX-AT,36863.934772459,38528.124039663395,0,0,70.0,10.0,74300000.0,50.04795842026712,40850000.0,0
MX-BE,32431.961885447497,36312.13759615765,0,0,16.0,15.0,71500000.0,57.49694009525299,42250000.0,0
MX-CH,51564.05018645629,45878.18174666204,0,0,47.0,1.0,74300000.0,50.72954048121369,40850000.0,0
MX-DK,37386.8057464728,38789.5595266703,0,0,63.0,53.0,74300000.0,61.34914293795252,40850000.0,0
MX-ES,20600.231028114802,30396.2721674913,0,1,24.0,27.0,55000000.0,54.25882225457957,50500000.0,0
MX-FI,29484.4485418498,34838.380924358804,0,0,48.0,43.0,75300000.0,53.94624941546244,40350000.0,0
MX-IT,22940.087123602796,31566.200215235298,0,0,31.0,1.0,48000000.0,54.5346340858713,54000000.0,0
MX-NL,37730.4718442336,38961.3925755507,0,0,43.0,55.0,68200000.0,58.11306920476787,43900000.0,0
MX-NO,49712.17275725,44952.243032058905,0,0,50.0,61.0,74600000.0,60.48896938570219,40700000.0,0
MX-SE,33425.4739893949,36808.89364813135,0,0,50.0,64.0,71700000.0,60.46866559957068,42150000.0,0
MY-AT,28720.591342174495,42599.79575480565,0,0,93.0,29.0,21820000.0,58.85997354285763,14610000.0,0
MY-BE,24288.618455162996,40383.8093112999,0,0,39.0,4.0,19020000.0,66.3089552178435,16010000.0,0
MY-CH,43420.706756171785,49949.8534618043,0,0,70.0,20.0,21820000.0,59.5415556038042,14610000.0,0
